Name,SMILES,pIC50,Reference
Factor Xa inhibitor 40,OC(=O)C1CCN(CC1)Cc1ccccc1c1ccc(c(c1)F)NC(=O)c1cc(nn1c1cc2ccccc2cc1F)C,5,"(Didziapetris & Lanevskij, 2016)"
GlyT1 inhibitor 1,CN1CCN(CC1)c1cccc2c1cc(OCc1noc(n1)c1ccc(cc1)Cl)cc2,5.89279003,"(Didziapetris & Lanevskij, 2016)"
GlyT1 inhibitor 2,Clc1ccc(cc1)c1onc(n1)COc1ccc2c(c1)C(CC2)N1CCN(CC1)C(C)C,7.008330993,"(Didziapetris & Lanevskij, 2016)"
GlyT1 inhibitor 3,CC1CC(CC1C)N1CCN(CC1)C1CCc2c1cc(cc2)OCc1noc(n1)c1ccc(cc1)Cl,6.583359493,"(Didziapetris & Lanevskij, 2016)"
GlyT1 inhibitor 5,Fc1ccccc1c1onc(n1)COc1ccc2c(c1)C(CC2)N1CCN(CC1)C1CCCC1,6.159266765,"(Didziapetris & Lanevskij, 2016)"
GlyT1 inhibitor 6,OCC1(CCCC1)N1CCN(CC1)C1CCc2c1cc(cc2)OCc1noc(n1)c1ccccc1F,6.149353765,"(Didziapetris & Lanevskij, 2016)"
GlyT1 inhibitor 7,OCC1(CCCC1)NCCCC1CCc2c1cc(OCc1noc(n1)c1ccc(cc1)Cl)cc2,6.279840697,"(Didziapetris & Lanevskij, 2016)"
GlyT1 inhibitor 8,OCC1CCCN(C1)CCCC1CCCc2c1cc(cc2)OCc1noc(n1)c1ccc(cc1)Cl,6.567030709,"(Didziapetris & Lanevskij, 2016)"
GlyT1 inhibitor 9,OCC1CCCN(C1)CCCC1CCCc2c1cc(cc2)OCc1noc(n1)c1ccccc1F,5.886056648,"(Didziapetris & Lanevskij, 2016)"
GlyT1 inhibitor 10,OCC1CCCN(C1)CCCC1CCCc2c1cc(cc2)OCc1ccc(cn1)c1ccccc1F,6.387216143,"(Didziapetris & Lanevskij, 2016)"
GlyT1 inhibitor 11,CCN(C1CCN(C1)C1CC(C(C1)C)C)Cc1cccc(c1)OCc1noc(n1)c1ccccc1F,6.653647026,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor (3o),N#Cc1cnc(s1)Nc1ncnc(c1)N1CCN(CC1)CCN1CCCC1,6.420216403,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor (3g),CN1CCN(CC1)c1ncnc(c1)Nc1ncc(s1)C#N,6.045757491,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor (3j),N#Cc1cnc(s1)Nc1ncnc(c1)N1CCCC(CC1)N,6,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor (3a),N#Cc1cnc(s1)Nc1ccncn1,5.537602002,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor (3k),N#Cc1cnc(s1)Nc1ncnc(c1)N1CCNCCC1,5.522878745,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor (3e),N#Cc1cnc(s1)Nc1ncnc(c1)N1CCN(CC1)C(=O)C,5.48148606,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor (3i),N#Cc1cnc(s1)Nc1ncnc(c1)N1CCC(C1)N,5.408935393,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor (3l),COCCN1CCN(CC1)c1ncnc(c1)Nc1ncc(s1)C#N,5.397940009,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor (3n),N#Cc1cnc(s1)Nc1ncnc(c1)N1CCN(CC1)CCCN1CCOCC1,5.397940009,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor (3m),N#Cc1cnc(s1)Nc1ncnc(c1)N1CCN(CC1)CCN1CCOCC1,5.301029996,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor (3h),NC1CCN(CC1)c1ncnc(c1)Nc1ncc(s1)C#N,5.180456064,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor (3f),N#Cc1cnc(s1)Nc1ncnc(c1)N1CCNCC1,4.66756154,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor (3b),N#Cc1cnc(s1)Nc1ccnc(n1)N,5,"(Didziapetris & Lanevskij, 2016)"
KDR kinase inhibitor (3c),N#Cc1cnc(s1)Nc1ncnc(c1)N,5,"(Didziapetris & Lanevskij, 2016)"
Acetaminophen,CC(=O)Nc1ccc(cc1)O,4.698970004,"(Didziapetris & Lanevskij, 2016)"
Bromopride,CCN(CCNC(=O)c1cc(Br)c(cc1OC)N)CC,4.698970004,"(Didziapetris & Lanevskij, 2016)"
Chloramphenicol,OC[C@H]([C@@H](c1ccc(cc1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl,4.698970004,"(Didziapetris & Lanevskij, 2016)"
GSH-R antagonist (6),COc1cccc2c1CC(CC2)(C(=O)Nc1ccc(cc1)N(CC)CC)N(C(=O)OCC(C)C)C,5.214670165,"(Didziapetris & Lanevskij, 2016)"
Nav1.7 inhibitor (4),Clc1ccc(cc1)Oc1ccc(cc1)Nc1nccc(n1)N,6.366531544,"(Didziapetris & Lanevskij, 2016)"
Nav1.7 inhibitor (6),Clc1ccc(cc1)Oc1ccc(cc1)Nc1ccnc(n1)N,6.494850022,"(Didziapetris & Lanevskij, 2016)"
Nav1.7 inhibitor (9),Clc1ccc(cc1)Oc1ccc(cc1)Nc1cncc(c1)N,6.795880017,"(Didziapetris & Lanevskij, 2016)"
Nav1.7 inhibitor (10),Clc1ccc(cc1)Oc1ccc(cc1)Nc1nccc(c1)N,7.301029996,"(Didziapetris & Lanevskij, 2016)"
Nav1.7 inhibitor (13),Clc1ccc(cc1)Oc1ccc(cc1)Nc1cncc(n1)N,5.537602002,"(Didziapetris & Lanevskij, 2016)"
Nav1.7 inhibitor (19),Clc1ccc(cc1)N(c1ccc(cc1)Nc1nccc(n1)N)C,6.096910013,"(Didziapetris & Lanevskij, 2016)"
Nav1.7 inhibitor (23),Nc1ccnc(n1)Nc1ccc(cc1)Oc1ccccc1Cl,5.853871964,"(Didziapetris & Lanevskij, 2016)"
Nav1.7 inhibitor (24),Fc1ccc(cc1)Oc1ccc(cc1)Nc1nccc(n1)N,5.721246399,"(Didziapetris & Lanevskij, 2016)"
Nav1.7 inhibitor (25),Cc1ccc(cc1)Oc1ccc(cc1)Nc1nccc(n1)N,5.958607315,"(Didziapetris & Lanevskij, 2016)"
Nav1.7 inhibitor (26),Nc1ccnc(n1)Nc1ccc(cc1)Oc1ccc(cc1)C1CC1,6.301029996,"(Didziapetris & Lanevskij, 2016)"
Nav1.7 inhibitor (28),N#Cc1ccc(cc1)Oc1ccc(cc1)Nc1nccc(n1)N,5.920818754,"(Didziapetris & Lanevskij, 2016)"
Nav1.7 inhibitor (33),Nc1ccnc(n1)Nc1ccc(cc1)Oc1ccc(cc1)C(F)(F)F,6.045757491,"(Didziapetris & Lanevskij, 2016)"
Nav1.7 inhibitor (34),Nc1ccnc(n1)Nc1ccc(cc1)Oc1ccc(cc1)OC(F)(F)F,7,"(Didziapetris & Lanevskij, 2016)"
Nav1.7 inhibitor (36),Fc1ccc(cc1)Oc1ccc(cc1)Nc1cncc(n1)N,5.958607315,"(Didziapetris & Lanevskij, 2016)"
Nav1.7 inhibitor (37),Cc1ccc(cc1)Oc1ccc(cc1)Nc1cncc(n1)N,5.698970004,"(Didziapetris & Lanevskij, 2016)"
Nav1.7 inhibitor (40),Nc1cncc(n1)Nc1ccc(cc1)Oc1ccc(cc1)C(F)(F)F,5.552841969,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (20),Clc1cc(ccc1c1nnc(o1)NCCCN1CCCCC1)NC(=O)c1ccccc1F,5.397940009,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (21),Cc1cc(ccc1c1nnc(o1)NCCCN1CCCCC1)NC(=O)c1ccccc1F,5.397940009,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (27),CCc1cc(ccc1c1nnc(o1)NCCCN1CCCCC1)NC(=O)c1ccccc1F,5.397940009,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (26),O=C(c1ccccc1F)Nc1ccc(c(c1)C(F)(F)F)c1nnc(o1)NCCCN1CCCCC1,5.301029996,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (6),O=C(c1ccccc1F)Nc1ccc(cc1)c1nnc(o1)NCCCN1CCCCCC1,5.200659451,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (4),O=C(c1ccccc1F)Nc1ccc(cc1)c1nnc(o1)NCCCN1CCCC1,5.102372909,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (5),O=C(c1ccccc1F)Nc1ccc(cc1)c1nnc(o1)NCCCN1CCCCC1,5.102372909,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (10),O=C(c1ccccc1C)Nc1ccc(cc1)c1nnc(o1)NCCCN1CCCCC1,5.102372909,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (11),Fc1cccc(c1)C(=O)Nc1ccc(cc1)c1nnc(o1)NCCCN1CCCCC1,5.102372909,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (13),O=C(c1c(F)cccc1F)Nc1ccc(cc1)c1nnc(o1)NCCCN1CCCCC1,5.102372909,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (12),Fc1ccc(cc1)C(=O)Nc1ccc(cc1)c1nnc(o1)NCCCN1CCCCC1,5,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (1),CCN(CCCNc1nnc(o1)c1ccc(cc1)NC(=O)c1ccccc1F)CC,4.899629455,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (9),O=C(c1ccccc1Cl)Nc1ccc(cc1)c1nnc(o1)NCCCN1CCCCC1,4.899629455,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (24),CCOc1cc(ccc1c1nnc(o1)NCCCN1CCCCC1)NC(=O)c1ccccc1F,4.899629455,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (23),COc1cc(ccc1c1nnc(o1)NCCCN1CCOCC1)NC(=O)c1ccccc1F,4.801342913,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (16),O=C(C1CCCCCC1)Nc1ccc(cc1)c1nnc(o1)NCCCN1CCCCC1,4.698970004,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (14),O=C(C1CCCC1)Nc1ccc(cc1)c1nnc(o1)NCCCN1CCCCC1,4.600326279,"(Didziapetris & Lanevskij, 2016)"
nAChR agonist (7),O=C(c1ccccc1F)Nc1ccc(cc1)c1nnc(o1)NCCCN1CCOCC1,4.500312917,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (6),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCc1n2ccn1,5.801342913,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (8),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCc1n2c(C)c(n1)C,6.397940009,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (9),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCc1n2cc(n1)C(F)(F)F,7.602059991,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (10),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCc1n2cnc1,6,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (11),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCc1n2c(C)nn1,4.899629455,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (12),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCc1n2nnc1C,5.602059991,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (13),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCc1n2nnn1,6.301029996,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (14),CCOC(=O)c1ncn2c1COc1c2cccc1CCN1CCN(CC1)c1cccc2c1ccc(n2)C,5.102372909,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (15),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCc1n2cnc1C(=O)C,5.200659451,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (16),CO/N=C(/c1ncn2c1COc1c2cccc1CCN1CCN(CC1)c1cccc2c1ccc(n2)C)\C,5.602059991,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (17),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCc1n2cnc1C(=O)N(C)C,5.397940009,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (18),N#Cc1ncn2c1COc1c2cccc1CCN1CCN(CC1)c1cccc2c1ccc(n2)C,6,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (21),CC(NC(=O)c1ncn2c1COc1c2cccc1CCN1CCN(CC1)c1cccc2c1ccc(n2)C)C,5.602059991,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (22),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCc1n2cnc1C(=O)NC1CC1,6.200659451,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (23),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCc1n2cnc1C(=O)NC1CCC1,6.301029996,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (24),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCc1n2cnc1C(=O)NC1CCCC1,6.698970004,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (25),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCc1n2cnc1C(=O)NCC1CC1,6.698970004,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (26),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCc1n2cnc1C(=O)N1CCC1,6.301029996,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (27),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCc1n2cnc1C(=O)N1CCCC1,5.899629455,"(Didziapetris & Lanevskij, 2016)"
Serotonin receptor (5-HT) antagonist (28),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCc1n2cnc1C(=O)N1CCCCC1,6,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine (9u),CN1CCCC(C1)c1nc2c(n1Cc1ccccn1)cccc2,4.987162775,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine (9d),CCOCCn1c(nc2c1cccc2)C1CCCN(C1)C,5.899629455,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine (9g),CN1CCCC(C1)c1nc2c(n1CC1CCCO1)cccc2,6.195179321,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine (9h),Fc1ccc(cc1)Cn1c(nc2c1cccc2)C1CCCN(C1)C(C)C,5.862329463,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine (9j),COc1ccc(cc1)Cn1c(nc2c1cccc2)C1CCCN(C1)C(C)C,5.576918042,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine (9k),COc1ccc(cc1)Cn1c(nc2c1cccc2)C1CCCN(C1)C1CCCCC1,5.735182177,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine (9o),Cc1csc(n1)Cn1c(nc2c1cccc2)C1CCCN(C1)C1CCCCC1,5.927015255,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine (9f),CN1CCCC(C1)c1nc2c(n1Cc1scc(n1)C)cccc2,5,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine (9l),COc1ccc(cc1)Cn1c(nc2c1cccc2)C1CCCN(C1)C1CCOCC1,5,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine (9m),CCOCCn1c(nc2c1cccc2)C1CCCN(C1)C1CCCCC1,5,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine (21a),CN(CCC1=C([C@H](c2nccs2)C)c2c(C1)cc(cc2)F)C,5.920818754,"(Didziapetris & Lanevskij, 2016)"
CCR8 inhibitior (20),O=C(c1ccncc1)N1CCC2(CC1)CCN(CC2)Cc1cccc2c1OCC2,5.110138279,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine 9g,Fc1ccc(cc1)Cn1c(nc2c1cccc2)N1CCC(CC1)N(C)C,7.244125144,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine 9j,Cc1ccc(cc1)Cn1c(nc2c1cccc2)N1CCC(CC1)N(C)C,7.13667714,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine 9k,COc1ccc(cc1)Cn1c(nc2c1cccc2)N1CCC(CC1)N(C)C,6.801342913,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine 9l,COc1ccc(cc1)Cn1c(nc2c1cccc2)N1CCC(CC1)N(CC1CCOCC1)C,6.991399828,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine 9m,COCCN(C1CCN(CC1)c1nc2c(n1Cc1ccc(cc1)F)cccc2)C,7.397940009,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine 9n,OCCN(C1CCN(CC1)c1nc2c(n1Cc1ccc(cc1)F)cccc2)C,6.935542011,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine 4c,Fc1ccc(cc1)Cn1c(nc2c1cccc2)N1CCC(CC1)NCC1CCOCC1,6.370590401,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine 4d,COc1ccc(cc1)Cn1c(nc2c1cccc2)N1CCC(CC1)NCC1CCOCC1,5.835349784,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine 9o,CN(CCN(C1CCN(CC1)c1nc2c(n1Cc1ccc(cc1)F)cccc2)C)C,6.110138279,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine 4f,Fc1ccc(cc1)Cn1c(nc2c1cccc2)N1CCC(CC1)n1cccc1,6.804100348,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine 4g,Fc1ccc(cc1)Cn1c(nc2c1cccc2)N1CCC(CC1)n1cncc1,6.863279433,"(Didziapetris & Lanevskij, 2016)"
H1-antihistamine 4h,Fc1ccc(cc1)Cn1c(nc2c1cccc2)N1CCC(CC1)n1cccn1,5.451487744,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 2,Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1ccc2c(c1)N(C)C(=O)CO2,6.102372909,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 3,O=C1COc2c(N1)cccc2CCN1CCN(CC1)c1cccc2c1ccc(n2)C,5.600326279,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 4,Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCC(=O)N2C,5.400116928,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 5,O=C1COc2c(N1)ccc(c2)CCN1CCN(CC1)c1cccc2c1ccc(n2)C,7,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 6,O=C1COc2c(N1C)ccc(c2)CCN1CCN(CC1)c1cccc2c1ccc(n2)C,5.500312917,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 7,CCN1C(=O)COc2c1cccc2CCN1CCN(CC1)c1cccc2c1ccc(n2)C,5.100179498,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 8,Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCC(=O)N2C(C)C,5.300162274,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 9,Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCC(=O)N2C1CC1,5.801342913,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 10,O=C1COc2c(N1CC1CC1)cccc2CCN1CCN(CC1)c1cccc2c1ccc(n2)C,5.801342913,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 11,Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCC(=O)N2C(F)F,6.397940009,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 12,Cc1ccc2c(n1)cccc2N1CCN([C@@H](C1)C)CCc1cccc2c1OCC(=O)N2C,5,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 13,Cc1ccc2c(n1)cccc2N1CCN([C@H](C1)C)CCc1cccc2c1OCC(=O)N2C,4.899629455,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 14,Fc1cc(N2CCN(CC2)CCc2cccc3c2OCC(=O)N3C)c2c(c1)nc(cc2)C,5.400116928,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 15,Fc1cc(N2CCN([C@@H](C2)C)CCc2cccc3c2OCC(=O)N3C)c2c(c1)nc(cc2)C,5.500312917,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 16,Cc1ccc2c(n1)cccc2N1CCN(CC1)CCCc1cccc2c1OCC(=O)N2C,5.300162274,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 17,Cc1ccc2c(n1)cccc2N1CCN([C@@H](C1)C)CCCc1cccc2c1OCC(=O)N2C,5.199970641,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 18,Fc1cc(N2CCN(CC2)CCCc2cccc3c2OCC(=O)N3C)c2c(c1)nc(cc2)C,5.199970641,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 19,Fc1cc(N2CCN([C@@H](C2)C)CCCc2cccc3c2OCC(=O)N3C)c2c(c1)nc(cc2)C,5.500312917,"(Didziapetris & Lanevskij, 2016)"
5-HT receptor antagonist 20,O=C1COc2c(N1)cccc2CCCN1CCN(CC1)c1cccc2c1ccc(n2)C,6.200659451,"(Didziapetris & Lanevskij, 2016)"
Opiod agonist (5),Nc1ccnc(c1)N1CCC(CC1)(c1ccccc1)C(=O)Nc1ccc2c(n1)cccc2,7.769551079,"(Didziapetris & Lanevskij, 2016)"
Opiod agonist (16),Nc1ccnc(c1)N1CCC2(CC1)OC(c1c2cccc1)c1ccccc1,7.744727495,"(Didziapetris & Lanevskij, 2016)"
Opiod agonist (18),COc1cccc(c1)C1(C)CN(C1)c1nccc(c1)N,5.735182177,"(Didziapetris & Lanevskij, 2016)"
Opiod agonist (25),COc1ccc(cc1)n1c(=O)n(c2c1cccn2)C1CCN(CC1)c1nccc(c1)N,6.065501549,"(Didziapetris & Lanevskij, 2016)"
Opiod agonist (27),Nc1ccnc(c1)N1CCC(CC1)n1c(=O)n(c2c1nccc2)Cc1ccccc1,6.28567024,"(Didziapetris & Lanevskij, 2016)"
Opiod agonist (28),Nc1ccnc(c1)N1CCC(CC1)n1c(=O)n(c2c1nccc2)CC1CC1,6.127261173,"(Didziapetris & Lanevskij, 2016)"
Opiod agonist (12),O=C(C1CCCO1)NC1(CCN(CC1)c1nccc(c1)N)c1ccccc1,5,"(Didziapetris & Lanevskij, 2016)"
Opiod agonist (15),CCN(C(=O)C1OC2(c3c1cccc3)CCN(CC2)c1nccc(c1)N)CC,5,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 7,Fc1ccc2c(c1)oc(cc2=O)C(=O)NC1CCN(CC1)Cc1ccc2c(c1)ccs2,5.863279433,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 6,Fc1ccc2c(c1)oc(cc2=O)C(=O)NC1CCN(CC1)Cc1ccc2c(c1)cco2,5.277366077,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 11,CCc1nc2c(o1)cc(cc2)CN1CCC(CC1)NC(=O)c1cc(=O)c2c(o1)cc(cc2)F,4.573488739,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 10,Fc1ccc2c(c1)oc(cc2=O)C(=O)NC1CCN(CC1)Cc1ccc2c(c1)ocn2,4.460923901,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (18),FC(Oc1ccc2c(c1)CC(=CC2=O)C(=O)NC1CCN(CC1)Cc1ccc2c(c1)OCO2)F,5.443697499,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (21),Clc1ccc2c(c1)CC(=CC2=O)C(=O)NC1CCN(CC1)Cc1ccc2c(c1)OCO2,5.443697499,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (30),Fc1ccc2c(c1)C(=O)C=C(C2)C(=O)NC1CCN(CC1)Cc1ccc2c(c1)OCO2,5.397940009,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (23),N#Cc1ccc2c(c1)CC(=CC2=O)C(=O)NC1CCN(CC1)Cc1ccc2c(c1)OCO2,5.301029996,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (47),COc1ccc(cc1)CN1CCC(CC1)NC(=O)C1=CC(=O)c2c(C1)cc(cc2)F,5.26760624,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (31),O=C(C1=CC(=O)c2c(C1)cccc2)NC1CCN(CC1)Cc1ccc2c(c1)OCO2,5.173925197,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (52),COc1ccc(cc1F)CN1CCC(CC1)NC(=O)C1=CC(=O)c2c(C1)cc(cc2)F,5.070581074,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (2),COc1ccc2c(c1)CC(=CC2=O)C(=O)NC1CCN(CC1)Cc1ccc2c(c1)OCO2,4.93930216,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (44),Fc1ccc2c(c1)CC(=CC2=O)C(=O)NC1CCN(CC1)Cc1ccc2c(c1)OCCO2,4.913640169,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (43),Fc1ccc2c(c1)CC(=CC2=O)C(=O)NC1CCN(CC1)Cc1cc2OCOc2cc1Cl,4.869666232,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (51),COc1ccc(c(c1)F)CN1CCC(CC1)NC(=O)C1=CC(=O)c2c(C1)cc(cc2)F,4.832682665,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (35),COc1cc2CC(=CC(=O)c2cc1F)C(=O)NC1CCN(CC1)Cc1ccc2c(c1)OCO2,4.798602876,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (40),Fc1ccc2c(c1)CC(=CC2=O)C(=O)NC1CCN(CC1)Cc1ccccc1,4.701146924,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (53),Fc1ccc2c(c1)CC(=CC2=O)C(=O)NC1CCN(CC1)Cc1ccc(cc1)C(=O)C,4.692503962,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (54),CC(=O)Nc1ccc(cc1)CN1CCC(CC1)NC(=O)C1=CC(=O)c2c(C1)cc(cc2)F,4.321481621,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist (17),Oc1ccc2c(c1)CC(=CC2=O)C(=O)NC1CCN(CC1)Cc1ccc2c(c1)OCO2,4.195860568,"(Didziapetris & Lanevskij, 2016)"
Na(v) 1.7 inhibitor (48),c1ccc(cc1)Cn1ccc2c1ncnc2OC1CCN(CC1)Cc1ccccn1,4.301029996,"(Didziapetris & Lanevskij, 2016)"
Na(v) 1.7 inhibitor (6),Cc1nc(OC2CCN(CC2)Cc2cscn2)c2c(n1)n(cc2)Cc1ccccc1,4.301029996,"(Didziapetris & Lanevskij, 2016)"
