Name,pIC50,Training.Test
Prostaglandin D2 receptor antagonist (25),4,Training
Carboline (24),5.698970004,Training
Carboline (38),4.886056648,Test
Carboline (39),4.602059991,Training
Carboline (40),5.585026652,Training
Carboline (41),4.744727495,Training
ABT-348,6,Training
mGlu4 receptor modulator (1),5.602059991,Training
mGlu4 receptor modulator (14),5.602059991,Training
S1P1 agonist (14),5,Training
S1P1 agonist (18),4.769551079,Training
Anaplastic lymphoma kinase (4),5.408935393,Training
KD5170,4.522878745,Training
KD5150,4.522878745,Training
iNOS dimerization inhibitor (12),4.920818754,Training
iNOS dimerization inhibitor (42),5.096910013,Training
iNOS/nNOS dimerization inhibitor (42),4.522878745,Training
iNOS/nNOS dimerization inhibitor (45),4.522878745,Training
iNOS/nNOS dimerization inhibitor (48),4.522878745,Training
KDR kinase inhibitor 73,7.096910013,Training
KDR kinase inhibitor 61,6.346787486,Training
KDR kinase inhibitor 62,6.102372909,Training
KDR kinase inhibitor 8,5.954677021,Test
KDR kinase inhibitor 41,5.850780887,Test
KDR kinase inhibitor 82,5.844663963,Training
KDR kinase inhibitor 78,5.764471553,Training
KDR kinase inhibitor 71,5.759450752,Training
KDR kinase inhibitor 68,5.756961951,Training
KDR kinase inhibitor 57,5.744727495,Test
KDR kinase inhibitor 74,5.677780705,Test
KDR kinase inhibitor 65,5.602059991,Training
KDR kinase inhibitor 86,5.591760035,Test
KDR kinase inhibitor 63,5.586700236,Test
KDR kinase inhibitor 45,5.560667306,Training
KDR kinase inhibitor 66,5.469800302,Training
KDR kinase inhibitor 64,5.444905551,Training
KDR kinase inhibitor 67,5.318758763,Training
KDR kinase inhibitor 44,5.312471039,Training
KDR kinase inhibitor 60,5.284832642,Training
KDR kinase inhibitor 75,5.27083521,Training
KDR kinase inhibitor 72,5.231361899,Training
KDR kinase inhibitor 69,5.127261173,Training
KDR kinase inhibitor 46,5.101823517,Training
KDR kinase inhibitor 87,5.036684489,Training
KDR kinase inhibitor 58,5,Training
KDR kinase inhibitor 70,5,Training
KDR kinase inhibitor 76,5,Training
KDR kinase inhibitor 79,5,Training
KDR kinase inhibitor 80,5,Test
KDR kinase inhibitor 81,5,Training
KDR kinase inhibitor 83,5,Training
KDR kinase inhibitor 84,5,Training
KDR kinase inhibitor 85,5,Training
KDR kinase inhibitor 48,5,Training
KDR kinase inhibitor 88,5,Training
h5-HT2A antagonist 6,7.096910013,Training
h5-HT2A antagonist 9,5.30980392,Test
h5-HT2A antagonist 22,5.397940009,Training
h5-HT2A antagonist 23,5.853871964,Training
h5-HT2A antagonist 24,5.522878745,Training
h5-HT2A antagonist 25,5.677780705,Training
h5-HT2A antagonist 33,5.086186148,Training
h5-HT2A antagonist 34,6.031517051,Training
h5-HT2A antagonist 36,5.886056648,Training
Fananserin,6.698970004,Training
MDL 100907,5.958607315,Test
h5-HT2A antagonist 5,7.698970004,Training
h5-HT2A antagonist 15,5.602059991,Training
h5-HT2A antagonist 26,6.251811973,Training
h5-HT2A antagonist 30,6.823908741,Test
h5-HT2A antagonist 32,5.146301788,Training
Floroquinolone derivative 21,3.823908741,Test
Floroquinolone derivative 30,3.823908741,Training
Floroquinolone derivative 27,3.823908741,Training
Floroquinolone derivative 20,3.823908741,Training
Floroquinolone derivative 37,3.823908741,Training
Floroquinolone derivative 32,3.823908741,Training
Floroquinolone derivative 33,3.823908741,Training
Floroquinolone derivative 35,3.823908741,Training
Floroquinolone derivative 31,3.823908741,Training
Floroquinolone derivative 22,3.823908741,Training
Floroquinolone derivative 16,4.619788758,Training
Floroquinolone derivative 17,3.974694135,Training
Floroquinolone derivative 18,4.070581074,Training
Floroquinolone derivative 23,4.193820026,Training
Floroquinolone derivative 25,4.207608311,Training
Floroquinolone derivative 28,4.292429824,Training
Floroquinolone derivative 29,4.142667504,Training
Floroquinolone derivative 34,3.950781977,Training
Floroquinolone derivative 36,4.346787486,Training
Floroquinolone derivative 24,4,Training
Floroquinolone derivative 26,4,Training
Floroquinolone derivative 19,3.823908741,Training
MCHR1 antagonist 4i,6.346787486,Training
MCHR1 antagonist 4g,6.13076828,Training
MCHR1 antagonist 4h,5.494850022,Training
MCHR1 antagonist 16c,5.200659451,Test
MCHR1 antagonist 16e,5.180456064,Training
MCHR1 antagonist 4j,5.070581074,Training
MCHR1 antagonist 16d,4.958607315,Training
MCHR1 antagonist 16f,4.638272164,Training
MCHR1 antagonist 4f,4.468521083,Training
MCHR1 antagonist 4d,4.37675071,Training
MCHR1 antagonist 4c,4.187086643,Test
MCHR1 antagonist 16a,4.301029996,Training
CCR5 antagonist 8,6.698970004,Training
CCR5 antagonist 13,6.15490196,Training
CCR5 antagonist 15,5.853871964,Training
CCR5 antagonist 16,5.744727495,Training
CCR5 antagonist 5,7.677780705,Training
CCR5 antagonist 17,5.301029996,Training
CCR5 antagonist 1,7.124938737,Test
CCR5 antagonist 7,7,Training
CCR5 antagonist 6,6.886056648,Training
MCHR1 antagonist (3a),6.950781977,Test
MCHR1 antagonist (3b),7.522878745,Training
MCHR1 antagonist (3c),6.66756154,Training
MCHR1 antagonist (3d),6.109020403,Training
MCHR1 antagonist (3f),5.744727495,Test
MCHR1 antagonist (3g),6.552841969,Training
MCHR1 antagonist (3h),6.449771647,Training
MCHR1 antagonist (3i),7.055517328,Test
MCHR1 antagonist (3j),6.259637311,Test
MCHR1 antagonist (3k),6.37675071,Training
MCHR1 antagonist (3n),5.841637508,Training
MCHR1 antagonist (4a),6.795880017,Training
MCHR1 antagonist (4b),6.443697499,Training
MCHR1 antagonist (4c),5.756961951,Training
MCHR1 antagonist (4d),6.823908741,Training
MCHR1 antagonist (4e),6.351639989,Training
MCHR1 antagonist (4f),6.869666232,Test
MCHR1 antagonist (4g),6.26760624,Training
MCHR1 antagonist (4h),6.920818754,Training
Factor Xa inhibitor 1,7.050609993,Training
Factor Xa inhibitor 2,7.102372909,Training
Factor Xa inhibitor 3,6.431798276,Test
Factor Xa inhibitor 4,5.337242168,Training
Factor Xa inhibitor 5,6.244125144,Training
Factor Xa inhibitor 7,6.102372909,Training
Factor Xa inhibitor 9,6.013228266,Training
Factor Xa inhibitor 11,7.795880017,Training
Factor Xa inhibitor 13,7.769551079,Training
Factor Xa inhibitor 15,7.292429824,Training
Factor Xa inhibitor 18,5.853871964,Training
Factor Xa inhibitor 19,5.853871964,Training
Factor Xa inhibitor 20,6.853871964,Training
Factor Xa inhibitor 22,5.795880017,Test
Factor Xa inhibitor 25,6.698970004,Test
Factor Xa inhibitor 26,6.22184875,Training
Factor Xa inhibitor 28,6.22184875,Training
Factor Xa inhibitor 31,7.148741651,Training
Factor Xa inhibitor 33,6.055517328,Training
Factor Xa inhibitor 35,6.27572413,Training
Factor Xa inhibitor 37,5.408935393,Training
Factor Xa inhibitor 39,6,Training
Factor Xa inhibitor 6,5,Training
Factor Xa inhibitor 8,5,Training
Factor Xa inhibitor 10,5,Training
Factor Xa inhibitor 12,5,Training
Factor Xa inhibitor 14,5,Test
Factor Xa inhibitor 16,5,Training
Factor Xa inhibitor 23,5,Training
Factor Xa inhibitor 27,5,Training
Factor Xa inhibitor 29,5,Training
Factor Xa inhibitor 30,5,Training
Factor Xa inhibitor 32,5,Training
Factor Xa inhibitor 34,5,Training
Factor Xa inhibitor 36,5,Test
Factor Xa inhibitor 38,5,Training
Factor Xa inhibitor 40,5,Training
GlyT1 inhibitor 1,5.89279003,Test
GlyT1 inhibitor 2,7.008330993,Test
GlyT1 inhibitor 3,6.583359493,Test
GlyT1 inhibitor 5,6.159266765,Training
GlyT1 inhibitor 6,6.149353765,Training
GlyT1 inhibitor 7,6.279840697,Training
GlyT1 inhibitor 8,6.567030709,Test
GlyT1 inhibitor 9,5.886056648,Test
GlyT1 inhibitor 10,6.387216143,Training
GlyT1 inhibitor 11,6.653647026,Test
KDR kinase inhibitor (3o),6.420216403,Training
KDR kinase inhibitor (3g),6.045757491,Training
KDR kinase inhibitor (3j),6,Training
KDR kinase inhibitor (3a),5.537602002,Training
KDR kinase inhibitor (3k),5.522878745,Training
KDR kinase inhibitor (3e),5.48148606,Training
KDR kinase inhibitor (3i),5.408935393,Training
KDR kinase inhibitor (3l),5.397940009,Training
KDR kinase inhibitor (3n),5.397940009,Training
KDR kinase inhibitor (3m),5.301029996,Training
KDR kinase inhibitor (3h),5.180456064,Training
KDR kinase inhibitor (3f),4.66756154,Training
KDR kinase inhibitor (3b),5,Training
KDR kinase inhibitor (3c),5,Training
Acetaminophen,4.698970004,Training
Bromopride,4.698970004,Training
Chloramphenicol,4.698970004,Training
GSH-R antagonist (6),5.214670165,Training
Nav1.7 inhibitor (4),6.366531544,Training
Nav1.7 inhibitor (6),6.494850022,Training
Nav1.7 inhibitor (9),6.795880017,Training
Nav1.7 inhibitor (10),7.301029996,Training
Nav1.7 inhibitor (13),5.537602002,Training
Nav1.7 inhibitor (19),6.096910013,Training
Nav1.7 inhibitor (23),5.853871964,Training
Nav1.7 inhibitor (24),5.721246399,Training
Nav1.7 inhibitor (25),5.958607315,Training
Nav1.7 inhibitor (26),6.301029996,Training
Nav1.7 inhibitor (28),5.920818754,Test
Nav1.7 inhibitor (33),6.045757491,Training
Nav1.7 inhibitor (34),7,Training
Nav1.7 inhibitor (36),5.958607315,Training
Nav1.7 inhibitor (37),5.698970004,Training
Nav1.7 inhibitor (40),5.552841969,Training
nAChR agonist (20),5.397940009,Training
nAChR agonist (21),5.397940009,Training
nAChR agonist (27),5.397940009,Training
nAChR agonist (26),5.301029996,Training
nAChR agonist (6),5.200659451,Training
nAChR agonist (4),5.102372909,Training
nAChR agonist (5),5.102372909,Training
nAChR agonist (10),5.102372909,Training
nAChR agonist (11),5.102372909,Training
nAChR agonist (13),5.102372909,Training
nAChR agonist (12),5,Test
nAChR agonist (1),4.899629455,Test
nAChR agonist (9),4.899629455,Training
nAChR agonist (24),4.899629455,Training
nAChR agonist (23),4.801342913,Test
nAChR agonist (16),4.698970004,Test
nAChR agonist (14),4.600326279,Training
nAChR agonist (7),4.500312917,Training
Serotonin receptor (5-HT) antagonist (6),5.801342913,Test
Serotonin receptor (5-HT) antagonist (8),6.397940009,Training
Serotonin receptor (5-HT) antagonist (9),7.602059991,Test
Serotonin receptor (5-HT) antagonist (10),6,Test
Serotonin receptor (5-HT) antagonist (11),4.899629455,Training
Serotonin receptor (5-HT) antagonist (12),5.602059991,Training
Serotonin receptor (5-HT) antagonist (13),6.301029996,Training
Serotonin receptor (5-HT) antagonist (14),5.102372909,Training
Serotonin receptor (5-HT) antagonist (15),5.200659451,Training
Serotonin receptor (5-HT) antagonist (16),5.602059991,Test
Serotonin receptor (5-HT) antagonist (17),5.397940009,Training
Serotonin receptor (5-HT) antagonist (18),6,Training
Serotonin receptor (5-HT) antagonist (21),5.602059991,Training
Serotonin receptor (5-HT) antagonist (22),6.200659451,Training
Serotonin receptor (5-HT) antagonist (23),6.301029996,Training
Serotonin receptor (5-HT) antagonist (24),6.698970004,Training
Serotonin receptor (5-HT) antagonist (25),6.698970004,Training
Serotonin receptor (5-HT) antagonist (26),6.301029996,Training
Serotonin receptor (5-HT) antagonist (27),5.899629455,Training
Serotonin receptor (5-HT) antagonist (28),6,Training
H1-antihistamine (9u),4.987162775,Training
H1-antihistamine (9d),5.899629455,Training
H1-antihistamine (9g),6.195179321,Training
H1-antihistamine (9h),5.862329463,Training
H1-antihistamine (9j),5.576918042,Training
H1-antihistamine (9k),5.735182177,Training
H1-antihistamine (9o),5.927015255,Training
H1-antihistamine (9f),5,Training
H1-antihistamine (9l),5,Training
H1-antihistamine (9m),5,Training
H1-antihistamine (21a),5.920818754,Training
CCR8 inhibitior (20),5.110138279,Training
H1-antihistamine 9g,7.244125144,Training
H1-antihistamine 9j,7.13667714,Training
H1-antihistamine 9k,6.801342913,Training
H1-antihistamine 9l,6.991399828,Training
H1-antihistamine 9m,7.397940009,Test
H1-antihistamine 9n,6.935542011,Training
H1-antihistamine 4c,6.370590401,Test
H1-antihistamine 4d,5.835349784,Training
H1-antihistamine 9o,6.110138279,Training
H1-antihistamine 4f,6.804100348,Training
H1-antihistamine 4g,6.863279433,Training
H1-antihistamine 4h,5.451487744,Training
5-HT receptor antagonist 2,6.102372909,Test
5-HT receptor antagonist 3,5.600326279,Test
5-HT receptor antagonist 4,5.400116928,Training
5-HT receptor antagonist 5,7,Training
5-HT receptor antagonist 6,5.500312917,Training
5-HT receptor antagonist 7,5.100179498,Training
5-HT receptor antagonist 8,5.300162274,Training
5-HT receptor antagonist 9,5.801342913,Test
5-HT receptor antagonist 10,5.801342913,Training
5-HT receptor antagonist 11,6.397940009,Training
5-HT receptor antagonist 12,5,Training
5-HT receptor antagonist 13,4.899629455,Training
5-HT receptor antagonist 14,5.400116928,Test
5-HT receptor antagonist 15,5.500312917,Training
5-HT receptor antagonist 16,5.300162274,Training
5-HT receptor antagonist 17,5.199970641,Training
5-HT receptor antagonist 18,5.199970641,Training
5-HT receptor antagonist 19,5.500312917,Training
5-HT receptor antagonist 20,6.200659451,Training
Opiod agonist (5),7.769551079,Test
Opiod agonist (16),7.744727495,Training
Opiod agonist (18),5.735182177,Training
Opiod agonist (25),6.065501549,Training
Opiod agonist (27),6.28567024,Test
Opiod agonist (28),6.127261173,Training
Opiod agonist (12),5,Training
Opiod agonist (15),5,Training
MCHR1 antagonist 7,5.863279433,Test
MCHR1 antagonist 6,5.277366077,Test
MCHR1 antagonist 11,4.573488739,Training
MCHR1 antagonist 10,4.460923901,Test
MCHR1 antagonist (18),5.443697499,Test
MCHR1 antagonist (21),5.443697499,Training
MCHR1 antagonist (30),5.397940009,Training
MCHR1 antagonist (23),5.301029996,Training
MCHR1 antagonist (47),5.26760624,Training
MCHR1 antagonist (31),5.173925197,Training
MCHR1 antagonist (52),5.070581074,Test
MCHR1 antagonist (2),4.93930216,Training
MCHR1 antagonist (44),4.913640169,Training
MCHR1 antagonist (43),4.869666232,Training
MCHR1 antagonist (51),4.832682665,Training
MCHR1 antagonist (35),4.798602876,Training
MCHR1 antagonist (40),4.701146924,Training
MCHR1 antagonist (53),4.692503962,Training
MCHR1 antagonist (54),4.321481621,Training
MCHR1 antagonist (17),4.195860568,Training
Na(v) 1.7 inhibitor (48),4.301029996,Training
Na(v) 1.7 inhibitor (6),4.301029996,Test
Na(v) 1.7 inhibitor (41),4.301029996,Training
Na(v) 1.7 inhibitor (23),4.22184875,Training
Na(v) 1.7 inhibitor (46),4.22184875,Training
Na(v) 1.7 inhibitor (11),4.124938737,Training
Na(v) 1.7 inhibitor (10),4,Training
Na(v) 1.7 inhibitor (2),5.853871964,Training
Na(v) 1.7 inhibitor (3),5.602059991,Test
Na(v) 1.7 inhibitor (4),5.823908741,Training
Na(v) 1.7 inhibitor (7),6.004364805,Training
Na(v) 1.7 inhibitor (20),5.823908741,Test
Na(v) 1.7 inhibitor (21),5.958607315,Training
Na(v) 1.7 inhibitor (24),5.920818754,Training
Na(v) 1.7 inhibitor (26),5.494850022,Training
Na(v) 1.7 inhibitor (27),6.031517051,Training
Na(v) 1.7 inhibitor (28),5.560667306,Training
Na(v) 1.7 inhibitor (29),5.609064893,Training
Na(v) 1.7 inhibitor (30),6.22184875,Training
Na(v) 1.7 inhibitor (32),5.638272164,Training
Na(v) 1.7 inhibitor (33),6.022276395,Training
Na(v) 1.7 inhibitor (34),6.522878745,Training
Na(v) 1.7 inhibitor (35),5.638272164,Training
Na(v) 1.7 inhibitor (38),5.920818754,Test
Na(v) 1.7 inhibitor (51),5.619788758,Training
Na(v) 1.7 inhibitor (52),6.008773924,Training
Na(v) 1.7 inhibitor (53),5.657577319,Training
Na(v) 1.7 inhibitor (54),6.13667714,Training
Na(v) 1.7 inhibitor (55),5.537602002,Training
Na(v) 1.7 inhibitor (56),5.958607315,Training
Na(v) 1.7 inhibitor (59),5.744727495,Training
Na(v) 1.7 inhibitor (60),6,Training
Na(v) 1.7 inhibitor (61),6.167491087,Training
Na(v) 1.7 inhibitor (62),6.494850022,Training
Cannabinoid CB2 agonist (24),5,Training
Cannabinoid CB2 agonist (31),5,Test
Cannabinoid CB2 agonist (23),5,Training
Cannabinoid CB2 agonist (26),5,Training
Cannabinoid CB2 agonist (22),4.301029996,Training
Cannabinoid CB2 agonist (20),4.251811973,Training
Cannabinoid CB2 agonist (38),4.124938737,Training
Cannabinoid CB2 agonist (30),3.978810701,Test
Cannabinoid CB2 agonist (40),3.853871964,Training
Cannabinoid CB2 agonist (43),3.823908741,Training
Cannabinoid CB2 agonist (41),3.698970004,Training
Cannabinoid CB2 agonist (39),3.698970004,Training
Cannabinoid CB2 agonist (42),3.568636236,Test
Cannabinoid CB2 agonist (44),4,Training
Cannabinoid CB2 agonist (1),5.500312917,Test
H1-antihistamine (26a),5.958607315,Training
H1-antihistamine (10),5.744727495,Test
H3-antihistamine (11l),5.698970004,Training
H3-antihistamine (11p),5.537602002,Test
H3-antihistamine (11o),5.337242168,Training
H3-antihistamine (11m),5.142667504,Training
H3-antihistamine (11n),5,Training
H3-antihistamine (12e),5,Test
Dopamine D3 antagonist 22,8,Training
Dopamine D3 antagonist 12,7.698970004,Training
Dopamine D3 antagonist 21,7.602059991,Training
Dopamine D3 antagonist 37,7.508638306,Training
Dopamine D3 antagonist 6,7.397940009,Training
Dopamine D3 antagonist 31,7.397940009,Training
Dopamine D3 antagonist 33,7.397940009,Training
Dopamine D3 antagonist 5,7.301029996,Training
Dopamine D3 antagonist 19,7.200659451,Test
Dopamine D3 antagonist 20,7.102372909,Test
Dopamine D3 antagonist 13,7,Training
Dopamine D3 antagonist 17,6.899629455,Test
Dopamine D3 antagonist 11,6.795880017,Training
Dopamine D3 antagonist 34,6.795880017,Training
Dopamine D3 antagonist 15,6.602059991,Training
Dopamine D3 antagonist 18,6.602059991,Training
Dopamine D3 antagonist 23,6.602059991,Training
Dopamine D3 antagonist 36,6.602059991,Training
Dopamine D3 antagonist 4,6.494850022,Test
Dopamine D3 antagonist 10,6.494850022,Training
Dopamine D3 antagonist 25,6.494850022,Training
Dopamine D3 antagonist 7,6.301029996,Test
Dopamine D3 antagonist 41,6.301029996,Training
Dopamine D3 antagonist 3,6.102372909,Test
Dopamine D3 antagonist 16,6.102372909,Training
Dopamine D3 antagonist 24,6.102372909,Training
Dopamine D3 antagonist 26,5.899629455,Training
Dopamine D3 antagonist 42,5.899629455,Training
SB-277011,5.698970004,Training
Dopamine D3 antagonist 39,5.698970004,Training
Dopamine D3 antagonist 40,5.698970004,Training
SB-414796,5.600326279,Test
Dopamine D3 antagonist 38,5.600326279,Training
